mukey,n
402729,1
402730,5
402731,79
402732,10
402733,29
402734,4
402735,5
402737,5
402738,2
402739,52
402740,2
402741,3
402742,3
402744,5
402745,2
402746,1
402747,1
402748,1625
402749,277
402750,12
402751,5
402752,13
402753,47
402754,47
402755,4
402756,19
402757,37
402758,143
402759,26
402760,55
402761,42
402762,97
402763,49
402764,175
402765,60
402766,4
402767,5
402768,4
402769,10
402770,11
402771,29
402772,28
402773,16
402774,61
402775,46
402776,238
402778,9
402779,25
402780,57
402781,20
402782,335
402784,7
402785,5
402786,200
402787,30
402788,23
402789,308
402790,144
402791,121
402792,112
402793,5
402794,174
402795,569
402796,56
402797,84
402798,339
402799,455
402800,84
402801,1196
402802,1193
402803,152
402804,45
402805,10
402806,32
402807,105
402808,5
402809,13
402810,3
402811,92
402812,4
402813,39
402814,60
402815,124
402816,188
402817,1372
402818,35
402819,540
402820,58
402821,40
402822,2
402823,47
402824,10
402825,937
402826,31
402827,1
402828,39
402829,29
402830,37
402831,4
402832,12
402833,17
402834,19
402835,27
402836,10
402837,26
402838,18
402839,40
402840,37
402841,7
402842,19
402843,28
402844,16
402845,14
402846,22
402847,14
402848,28
402849,12
402850,67
402851,40
402852,11
402853,20
402854,8
402855,60
402856,43
402857,74
402858,44
402859,1
402860,7
402861,11
402862,1
402864,4
402865,3
402866,6
402867,17
402868,30
402869,69
402870,21
402871,2
402873,2
402874,55
402875,67
402876,63
402877,10
402878,1553
402879,704
402880,230
402881,7
402882,265
402883,20
402884,75
402885,22
402886,82
402887,41
402888,7
402889,9
402890,11
402891,3
402892,56
402893,18
402894,7
402895,117
402896,21
402897,56
402898,32
402899,163
402900,65
402903,14
402904,4
402905,13
402906,4
402907,14
402908,6
402909,1
402910,9
402911,10
402912,1
402914,26
402915,19
402916,20
402917,36
402918,3
402919,10
402920,5
402921,11
402922,277
402923,189
402924,400
402925,5
402926,45
402927,43
403200,17
403201,7
403202,42
403203,14
403206,274
403207,23
403208,16
403209,250
403210,23
403211,22
403212,97
403213,157
403214,6
403215,19
403216,39
403217,135
403218,7
403219,6
403220,25
403221,15
403222,20
403225,95
403226,106
403227,44
403228,16
403230,17
403231,21
403232,2215
403233,253
403234,721
403235,127
403236,696
403237,57
403238,35
403239,29
403240,295
403241,33
403242,212
403243,16
403244,9
403245,16
403246,7
403250,171
403251,80
403252,17
403253,7
403254,6
403255,5
403257,35
403258,11
403259,37
403260,80
403261,55
403262,47
403263,39
403264,44
403265,2
403266,1716
403267,12
403268,84
403269,407
403270,138
403271,517
403272,25
403273,86
403274,15
403275,280
403276,970
403277,243
403278,17
403279,8
403281,47
403282,2
403283,4
403284,52
403285,19
403286,17
403287,6
403288,10
403290,80
403291,24
403292,458
403293,3
403294,1
403295,22
403296,12
403298,42
403299,8
403300,8
403301,106
403302,20
403303,13
403304,39
403305,7
403307,13
403308,676
403309,48
403310,802
403311,9
403312,44
403313,13
403314,1
403315,22
403316,64
403317,217
403318,6
403319,29
403320,45
403321,31
403322,36
403323,64
403324,70
403325,9
403326,4
403327,506
403328,72
403329,95
403330,57
403331,312
403332,301
403333,175
403334,72
403335,13
403336,27
403337,21
403338,4
403339,18
403340,13
403341,48
403342,54
403343,71
403344,8
403345,26
403346,90
403347,487
403348,18
403351,27
403352,103
403353,5
403354,62
403355,8
403356,114
403357,71
403358,26
403359,1
403360,97
403361,90
403362,27
403363,118
403364,24
403365,22
403366,206
403367,35
403368,285
403369,61
403370,14
403371,163
403372,25
403373,244
403374,887
403375,14
403376,14
403377,80
403378,44
403379,8
403380,18
403381,6
403384,43
403385,3
403386,44
403387,123
403388,27
403389,8
403390,36
403391,11
403393,376
403394,40
403395,160
403396,433
403397,50
403398,274
403399,38
403400,92
403401,102
403402,244
403403,8
403404,25
403405,42
403406,32
403407,21
403408,5
403409,107
403410,72
403411,6
403412,16
403413,77
403415,23
403416,130
403420,52
403421,1
403422,2
403423,3
403424,70
403425,14
403426,19
403427,2
403428,3
403429,14
403430,9
403431,16
403432,12
403433,22
403434,6
403435,24
403436,9
403437,177
403438,19
403439,96
403440,16
403441,236
403442,832
403443,57
403444,404
403445,25
403446,914
403447,34
403448,56
403449,23
403450,23
403452,1
403454,24
403455,64
403456,13
403457,262
403458,27
403460,17
403461,283
403462,21
403463,16
403464,4
403466,51
403467,7
403468,9
403469,12
403470,15
403471,39
403474,13
403475,5
403476,54
403477,21
403478,40
403479,10
403480,19
403481,2
403482,17
403483,37
403484,1051
403485,7
403486,28
403488,22
403489,7
403490,330
403491,45
403492,58
403493,12
403494,9
403495,7
403496,21
403497,77
403499,9
403501,75
403502,42
403503,10
403504,1135
403505,146
403506,300
403507,156
403511,3
403512,87
403513,6
403514,4
403515,18
403516,3
403517,17
403518,59
403519,64
403520,128
403521,25
403522,32
403523,8
403524,15
403525,19
403526,10
403527,8
403528,13
403529,11
403530,17
403532,27
403533,24
403536,13
403537,13
403538,230
403539,14
403540,41
403541,7
403542,4
403543,6
403544,314
403545,32
403546,57
403548,6
403549,8
403550,66
403551,65
403552,20
403553,37
403554,95
403561,22
403562,2
403563,8
403564,31
403565,131
403566,17
403567,2
403568,36
403569,25
403570,24
403571,5
403572,63
403573,64
403575,4
403576,20
403577,489
403578,588
403579,23
403580,250
403581,589
403582,69
403583,694
403584,607
403585,15
403772,195
403773,19
403775,5
403776,144
403777,17
403780,14
403781,81
403782,3
403783,58
403784,7
403785,4
403786,4
403787,17
403788,28
403789,81
403790,10
403791,50
403792,253
403793,195
403794,10
403795,1
403796,102
403797,33
403798,79
403799,34
403800,24
403801,461
403802,21
403803,32
403804,44
403805,19
403806,60
403807,21
403808,15
403809,37
403810,10
403811,45
403812,3
403815,109
403816,7
403817,172
403818,61
403819,29
403820,14
403821,1
403822,45
403823,5
403824,35
403825,9
403826,41
403827,5
403828,140
403829,82
403831,71
403832,64
403833,81
403834,50
403835,53
403836,330
403837,107
403838,47
403839,14
403840,7
403841,5
403842,11
403843,4
403844,65
403849,268
403850,3
403852,54
403853,38
403854,49
403855,34
403856,135
403857,23
403858,4
403859,40
403860,16
403861,4
403862,65
403863,104
403864,12
403865,21
403866,16
403867,94
403868,28
403869,29
403870,28
403871,42
403872,26
403873,51
403874,20
403875,29
403876,52
403878,38
403879,19
403880,2
403881,48
403882,12
403883,33
403884,8
403885,28
403886,82
403887,8
403888,64
403889,12
403890,21
403891,569
403892,16
403893,695
403894,9
403895,53
403897,75
403898,5
403900,24
403901,17
403902,661
403903,426
403904,186
403905,56
403906,4
403907,56
403908,17
403909,32
403910,3
403911,13
403912,16
403914,13
403915,20
403916,26
403917,52
403918,9
403919,6
403920,33
403921,3
403922,123
403923,210
403924,2176
403925,474
403926,776
403927,950
403928,91
403929,41
403930,45
403931,120
403933,19
403934,10
403935,14
403936,100
403937,62
403938,29
403939,7
403940,15
403941,3
403942,13
403943,20
403944,9
403945,27
403946,43
403947,28
403948,24
403949,3
403950,5
403951,16
403952,25
403953,35
403954,39
403955,60
403956,90
403957,21
403958,40
403959,46
403960,62
403961,6
403962,77
403963,153
403964,85
403965,24
403966,8
403967,7
403968,6
403969,138
403970,636
403971,609
403972,16
403973,25
403978,37
403981,19
403982,86
403985,350
403986,44
403987,78
403988,11
403992,47
403993,5
403995,157
403996,123
403999,100
404000,672
404001,11
404002,14
404003,3
404005,11
404014,1
404015,53
404016,13
404017,4
404018,13
404019,55
404022,23
404023,8
404024,2
404026,27
404027,835
404028,347
404029,33
404030,77
404032,284
404033,675
404035,271
404036,13
404037,10
404038,10
404040,5
404045,197
404046,374
404047,79
404048,144
404050,71
404051,50
404057,236
404058,5
404059,2
404060,3
404061,5
404065,8
404066,4
404067,15
404069,12
404070,183
404071,57
404073,62
404075,25
404076,41
404078,6
404079,51
404080,39
404081,62
404082,74
404083,77
404084,181
404088,688
404090,129
404091,172
404092,1603
404097,12
404098,22
404099,8
404100,3
404101,10
404103,110
404105,1
404107,10
404108,22
404109,1
404110,5
404111,10
404112,2
404113,3
404115,9
404116,2
404117,17
404118,11
404119,32
404120,193
404121,14
404122,23
404123,46
404124,346
404125,4
404126,8
404127,12
404128,83
404129,4
404131,11
404132,1
404133,5
404134,5
404135,169
404136,299
404137,14
404138,36
404139,8
404141,6
404142,4
404143,1
404144,10
404145,24
404146,3
404147,4
404148,1
404151,1
404152,3
404153,1
404154,6
404155,1
404156,10
404158,6
404159,28
404160,8
404163,3
404164,12
404165,1
404166,3
404168,7
404169,1
404170,5
404173,6
404174,29
404176,6
404177,48
404178,8
404179,9
404180,187
404181,8
404182,24
404183,2
404184,1
404185,31
404186,8
404187,3
404188,22
404189,2
404190,6
404191,9
404192,14
404193,14
404194,5
404196,4
404197,4
404198,11
404199,85
404200,9
404201,59
404203,124
404204,11
404205,2
404207,27
404208,64
404209,251
404211,809
404213,638
404214,17
404215,69
404216,197
404217,373
404218,111
404219,968
404220,30
404221,108
404222,430
404223,51
404224,87
404225,82
404226,20
404227,17
404228,39
404229,8
404230,5
404231,2
404233,1
404234,5
404235,26
404236,68
404237,135
404238,3
404239,40
404240,7
404241,28
404242,10
404243,6
404244,4
404248,4
404249,2
404252,67
404253,25
404254,98
404256,34
404258,5
404259,8
404260,15
404261,7
404262,3
404265,17
404266,4
404267,287
404268,3
404269,5
404270,2
404271,4
404272,3
404273,15
404274,57
404275,20
404276,289
404277,45
404278,19
404279,48
404280,11
404281,64
404282,14
404283,41
404284,269
404288,4
404289,6
404290,2
404291,36
404292,55
404293,14
404294,66
404295,6
404296,16
404297,8
404298,12
404299,35
404301,14
404302,8
404303,20
404304,2
404305,56
404306,23
404307,29
404308,19
404309,3
404310,5
404311,8
404312,1
404314,15
404315,78
404316,16
404318,3
404320,56
404321,2
404322,8
404323,63
404324,3
404325,18
404326,47
404327,64
404328,92
404330,29
404331,21
404332,70
404333,11
404334,16
404335,5
404336,73
404337,424
404338,18
404339,394
404340,245
404341,140
404343,58
404344,88
404345,358
404346,235
404348,315
404349,32
404351,9
404353,43
404354,77
404356,381
404358,306
404359,65
404360,73
404361,30
404362,470
404363,442
404364,300
404365,82
404366,339
404367,37
404368,370
404369,65
404371,27
404372,122
404373,40
404374,11
404375,36
404376,13
404377,160
404378,19
404379,19
404380,22
404381,16
404382,212
404384,13
404385,12
404386,35
404387,28
404388,4
404389,24
404390,12
404391,28
404393,2
404395,29
404396,22
404397,9
404398,18
404399,12
404400,102
404401,19
404402,33
404403,46
404404,162
404405,18
404406,226
404407,10
404408,4
404409,18
404410,5
404412,6
404413,242
404414,17
404415,156
404416,40
404417,44
404418,49
404419,18
404420,11
404421,21
404422,115
404423,82
404424,45
404425,30
404426,17
404427,52
404428,40
404429,84
404433,35
404434,55
404435,7
404436,44
404440,39
404441,22
404442,20
404443,20
404444,30
404445,4
404446,16
404447,15
404448,7
404449,58
404450,4
404451,8
404452,5
404453,33
404454,29
404455,24
404458,14
404459,151
404460,14
404461,1
404462,17
404463,63
404464,23
404465,25
404466,40
404467,85
404468,173
404469,69
404470,63
404471,97
404472,1
404473,279
404474,10
404475,5
404477,49
404478,81
404479,90
404480,11
404481,20
404560,821
404561,42
404563,58
404564,24
404565,184
404569,69
404570,12
404571,23
404572,4
404573,3
404574,10
404575,8
404576,24
404577,318
404579,7
404580,5
404581,6
404582,136
404583,55
404584,33
404585,8
404586,7
404587,50
404588,26
404589,12
404590,37
404591,16
404592,9
404593,80
404594,37
404595,178
404596,154
404597,6
404598,5
404599,3
404600,49
404601,5
404602,10
404603,1
404605,47
404606,1011
404607,8
404608,36
404614,4
404615,28
404616,23
404617,59
404618,42
404619,30
404620,40
404621,7
404622,5
404623,2
404624,17
404625,7
404626,32
404627,9
404628,18
404629,8
404630,22
404631,29
404632,15
404633,14
404634,7
404635,8
404636,21
404637,1
404639,39
404640,21
404641,35
404642,39
404643,4
404644,2
404645,6
404646,6
404647,14
404648,13
404649,1
404650,4
404651,18
404652,122
404653,90
404654,41
404655,5
404656,61
404657,1
404658,6
404659,15
404660,6
404661,13
404662,8
404663,3
404664,330
404665,237
404666,2
404667,145
404669,2
404670,6
404671,2
404672,34
404673,12
404674,1
404675,1
404676,257
404677,38
404678,3
404679,7
404680,1
404681,19
404682,15
404683,17
404684,26
404686,10
404687,4
404689,9
404690,8
404691,32
404692,1
404693,14
404695,6
404696,13
404697,9
404699,1
404700,5
404703,56
404704,17
404705,5
404706,5
404707,27
404708,8
404709,143
404711,28
404712,3
404713,3
404714,5
404715,40
404716,8
404717,2
404718,58
404719,8
404720,4
404721,14
404722,1
404723,3
404724,20
404725,10
404726,29
404727,24
404728,26
404729,66
404730,10
404731,1
404732,78
404735,51
404737,1
404738,1
404739,1
404740,8
404742,21
404743,7
404744,10
404745,10
404746,8
404747,10
404748,4
404749,49
404751,6
404752,24
404753,23
404754,63
404755,12
404756,6
404758,4
404759,15
404760,2
404761,2
404762,137
404764,47
404765,14
404766,2
404767,75
404769,23
404771,4
404772,22
404773,3
404774,64
404775,34
404776,23
404777,157
404778,48
404779,7
404780,3
404781,3
404783,17
404784,231
404786,44
404787,32
404788,2
404789,48
404790,9
404791,7
404792,36
404794,51
404795,142
404796,185
404797,5
404798,49
404799,2
404800,20
404801,17
404803,14
404804,3
404805,6
404806,1
404807,5
404808,11
404809,24
404810,31
404812,4
404813,46
404814,26
404815,1
404816,13
404817,1
404819,17
404821,1
404822,39
404823,61
404824,4
404825,13
404826,26
404827,1
404828,6
404829,1
404830,11
404831,24
404832,6
404833,14
404835,1
404836,4
404837,38
404838,25
404839,3
404841,25
404842,12
404843,4
404844,4
404845,48
404846,5
404847,29
404848,113
404849,39
404850,6
404851,25
404853,20
404854,1
404855,21
404857,59
404858,6
404859,61
404860,66
404861,129
404862,20
404863,108
404864,325
404866,88
404867,55
404870,10
404871,94
404872,22
404873,43
404874,13
404875,178
404876,71
404877,5
404878,44
404879,21
404880,326
404881,107
404882,94
404883,2
404884,30
404885,16
404886,2
404887,20
404888,44
404891,15
404892,11
404893,12
404894,7
404895,67
404896,16
404897,8
404898,186
404899,56
404900,9
404901,15
404902,58
404903,629
404904,20
404905,49
404906,138
404907,29
404908,7
404909,31
404910,8
404911,15
404912,17
404913,85
404914,9
404915,15
404916,53
404917,31
404918,9
404921,6
404922,222
404923,8
404924,6
404925,4
404927,17
404929,95
404930,23
404931,220
404932,8
404933,13
404934,14
404935,34
404936,6
404937,4
404938,6
404939,5
404940,58
404941,23
404942,5
404943,26
404945,6
404947,19
404948,18
404949,35
404950,3
404951,11
404952,21
404953,37
404954,11
404955,21
404956,11
404957,15
404958,27
404959,80
404960,55
404961,14
404963,70
404964,58
404965,34
404966,116
404968,88
404969,15
404971,37
404972,62
404973,37
404974,21
404975,20
404976,241
404977,109
404978,28
404979,75
404980,24
404981,40
404984,4
404985,2
404986,75
404987,9
404988,6
404989,32
404991,167
404993,103
404995,15
404996,9
404997,90
404998,6
404999,3
405000,75
405001,6
405002,7
405003,14
405004,8
405006,141
405007,31
405008,61
405009,28
405010,11
405011,124
405012,25
405013,155
405014,10
405015,15
405017,7
405018,5
405019,112
405020,8
405021,15
405022,11
405023,34
405024,58
405025,20
405026,9
405029,77
405030,48
405031,19
405032,16
405033,10
405034,14
405035,4
405036,186
405037,29
405038,17
405039,1464
405040,79
405041,37
405042,167
405043,38
405044,3
405045,61
405046,106
405047,51
405048,40
405049,22
405050,34
405051,8
405052,6
405053,18
405054,29
405055,38
405056,8
405057,23
405058,61
405059,8
405060,124
405061,55
405066,98
405067,33
405068,39
405069,13
405070,6
405071,3
405073,40
405074,21
405075,6
405077,6
405079,23
405080,8
405081,12
405082,31
405083,34
405084,7
405085,22
405086,7
405087,17
405088,41
405089,8
405090,26
405091,1137
405092,25
405093,20
405094,29
405095,90
405096,3
405097,105
405098,13
405099,7
405100,32
405195,11
405196,3
405197,27
405198,4
405200,34
405201,5
405202,16
405203,3
405204,6
405205,58
405206,106
405207,68
405208,4
405209,68
405210,12
405211,22
405212,12
405214,66
405215,22
405216,12
405217,9
405218,6
405219,12
405220,6
405221,1
405222,12
405223,136
405224,11
405225,20
405226,27
405227,8
405228,24
405229,37
405230,9
405231,5
405232,1
405233,6
405234,8
405235,635
405236,733
405237,141
405238,61
405240,19
405241,27
405243,7
405244,3
405245,8
405246,14
405247,2
405248,16
405249,32
405250,3
405251,7
405252,30
405253,6
405258,15
405259,4
405260,57
405261,3
405262,140
405263,70
405264,90
405265,73
405266,9
405267,32
405268,5
405269,2
405270,131
405271,47
405272,150
405273,32
405274,58
405275,17
405276,234
405277,75
405279,42
405280,6
405281,6
405283,3
405284,232
405285,120
405286,163
405287,13
405288,10
405289,40
405290,2
405291,115
405292,1
405294,56
405295,5
405366,13
405367,7
405368,2
405369,24
405370,4
405371,18
405372,79
405373,159
405374,15
405375,196
405379,3
405380,37
405382,492
405384,495
405385,53
405386,8
405387,23
405388,160
405389,33
405390,344
405391,13
405392,14
405393,69
405394,8
405395,19
405396,32
405397,10
405398,5
405399,14
405400,24
405401,3
405402,9
405403,2
405404,24
405405,16
405406,2
405407,12
405408,7
405409,22
405410,66
405412,44
405413,5
405414,6
405415,15
405416,20
405417,53
405418,56
405419,62
405420,8
405421,31
405423,19
405425,18
405426,54
405431,14
405432,13
405434,55
405435,24
405436,13
405437,8
405438,67
405439,15
405440,30
405441,61
405442,5
405443,16
405444,1
405445,13
405446,101
405447,34
405448,122
405449,1
405450,12
405451,1
405452,31
405453,105
405458,3
405459,35
405461,47
405462,10
405463,38
405464,42
405465,15
405466,13
405467,7
405468,7
405469,4
405470,3
405471,1
405472,3
405473,20
405474,9
405476,69
405477,16
405478,40
405479,17
405480,15
405481,44
405482,29
405483,45
405484,7
405485,1
405486,9
405487,100
405488,1
405490,19
405491,38
405492,10
405494,340
405495,5
405499,20
405501,29
405502,9
405504,687
405506,24
405507,177
405509,9
405510,22
405513,9
405515,5
405516,13
405526,80
405529,9
405530,14
405531,11
405533,2
405538,16
405542,6
405543,9
405544,6
405545,1
405547,12
405554,5
405559,6
405567,34
405568,24
405570,32
405573,5
405574,39
405575,5
405577,8
405579,1
405581,671
405582,22
405583,36
405584,4
405586,22
405587,818
405593,2
405594,55
405595,186
405599,1
405602,26
405605,33
405607,11
405609,17
405612,41
405615,117
405617,83
405620,15
405628,2
405634,117
405637,12
405639,7
405640,21
405647,5
405648,7
405651,6
405654,2
405662,17
405664,5
405665,9
405670,7
405672,11
405679,9
405680,110
405681,143
405682,9
405683,28
405688,19
405689,14
405690,1
405691,7
405692,4
405693,13
405694,23
405695,46
405698,70
405699,78
405701,312
405703,113
405704,28
405705,27
405706,99
405707,74
405708,21
405709,184
405710,24
405711,14
405712,74
405713,56
405714,38
405715,43
405716,16
405717,34
405718,464
405719,57
405720,9
405721,6
405722,4
405723,55
405724,29
405726,256
405727,158
405728,4
405729,31
405730,8
405732,5
405733,13
405734,15
405735,7
405736,9
405737,1105
405738,4
405739,32
405740,20
405741,79
405742,25
405743,9
405744,12
405747,2
405748,5
405749,33
405750,84
405751,111
405752,13
405753,3
405754,44
405755,27
405756,10
405757,19
405758,7
405759,78
405761,859
405762,210
405763,38
405764,8
405765,69
405766,255
405768,227
405769,111
405770,20
405771,95
405772,16
405773,2
405774,45
405775,6
405776,3
405777,5
405778,8
405779,9
405780,93
405781,154
405782,31
405783,37
405784,11
405785,50
405786,102
405787,9
405788,3
405789,16
405790,36
405791,5
405792,11
405793,23
405794,48
405795,15
405796,13
405797,14
405798,11
405799,9
405800,4
405801,4
405802,4
405803,41
405804,8
405805,5
405807,95
405808,45
405809,25
405810,15
405811,9
405812,69
405813,46
405814,8
405815,53
405816,11
405817,5
405818,44
405819,3
405820,254
405821,41
405822,13
405823,104
405824,1567
405825,127
405826,47
405827,1264
405828,9
405829,3
405830,10
405831,9
405832,12
405833,123
405834,1
405835,12
405836,8
405837,148
405841,14
405842,30
405843,331
405844,12
405845,37
405846,5
405848,56
405849,121
405851,7
405853,45
405854,25
405857,179
405858,120
405859,13
405861,118
405862,61
405863,231
405864,38
405866,12
405867,16
405869,8
405870,11
405871,658
405872,5
405877,17
405878,58
405879,2
405880,74
405881,19
405886,12
405888,10
405889,10
405893,42
405894,102
405895,18
405896,24
405897,5
405901,18
405902,25
405904,5
405907,8
405909,62
405910,94
405911,324
405912,219
405913,132
405914,299
405915,28
405916,10
405918,274
405919,533
405921,5
405923,175
405925,11
405927,26
405929,2
405930,8
405931,5
405934,25
405935,20
405936,252
405937,59
405938,33
405939,156
405940,19
405941,5
405944,64
405945,12
405950,29
405951,6
405952,6
405955,2
405956,16
405958,7
405959,7
405966,17
405967,15
405974,21
405975,22
405977,11
405978,6
405982,4
405983,24
405984,4
405986,12
405989,2
405990,7
405992,9
405995,12
405996,26
405999,20
406000,10
406007,7
406010,97
406011,2
406012,18
406018,15
406023,41
406024,51
406025,4
406030,102
406031,9
406032,19
406033,3
406034,17
406035,25
406036,20
406038,60
406039,19
406040,23
406041,89
406042,7
406044,43
406045,480
406046,36
406047,40
406052,852
406055,24
406057,44
406058,4
406078,4
406079,51
406080,113
406081,118
406082,7
406083,21
406084,529
406085,75
406086,11
406087,50
406088,20
406089,9
406090,617
406091,330
406092,6
406093,74
406094,106
406095,16
406096,91
406097,61
406098,5
406099,42
406100,27
406101,36
406102,20
406103,4
406104,7
406105,60
406106,5
406107,2
406108,18
406109,13
406110,17
406111,12
406112,7
406113,9
406114,174
406115,63
406116,224
406117,3
406118,6
406119,25
406120,12
406121,4
406122,4
406123,9
406124,28
406125,11
406127,29
406128,7
406130,36
406131,2
406132,6
406134,2
406135,15
406136,103
406137,35
406138,5
406139,92
406140,11
406141,25
406142,23
406143,6
406144,9
406145,7
406146,94
406147,18
406148,20
406149,20
406150,10
406151,12
406152,4
406153,17
406154,54
406155,11
406156,1
406157,6
406158,32
406159,8
406160,41
406161,124
406162,24
406163,24
406164,117
406165,79
406166,5
406167,57
406168,10
406169,68
406170,145
406171,28
406172,568
406173,21
406174,177
406175,380
406176,85
406177,535
406178,44
406179,34
406180,98
406181,65
406182,4
406184,54
406185,42
406186,14
406187,72
406188,10
406189,173
406191,155
406192,6
406193,129
406194,22
406195,9
406196,7
406197,3
406199,66
406200,57
406201,5
406202,15
406203,24
406204,48
406205,18
406206,2
406208,5
406209,16
406210,5
406211,64
406212,3
406214,68
406215,9
406216,13
406217,11
406218,4
406219,8
406222,41
406223,12
406224,16
406225,11
406226,2
406227,85
406228,20
406229,20
406230,91
406231,1
406232,22
406233,12
406234,36
406235,2
406237,7
406238,3
406239,4
406240,305
406241,18
406243,2
406244,8
406245,154
406246,285
406247,5
406248,4
406249,4
406252,57
406253,50
406254,11
406255,16
406256,9
406257,11
406258,41
406260,54
406261,2
406262,50
406263,3
406264,27
406265,15
406266,31
406268,17
406269,132
406270,350
406271,450
406272,16
406273,1461
406274,182
406275,213
406276,1
406277,498
406278,84
406280,13
406281,10
406282,1
406283,36
406284,30
406285,5
406286,8
406287,57
406288,24
406289,65
406290,193
406291,241
406292,19
406295,27
406296,20
406297,503
406298,58
406299,112
406300,12
406301,80
406302,145
406303,104
406304,39
406305,41
406306,32
406307,3
406308,4
406309,32
406310,31
406311,28
406312,30
406313,31
406315,8
406316,77
406317,73
406318,2
406319,19
406320,407
406321,24
406322,60
406323,23
406324,342
406325,50
406326,62
406327,902
406328,11
406329,92
406330,14
406331,93
406332,429
406333,20
406334,19
406335,2
406336,377
406337,101
406338,334
406339,48
406340,110
406345,54
406346,8
406347,23
406348,96
406349,90
406350,7
406351,19
406352,8
406353,2
406354,166
406355,28
406356,22
406357,85
406358,6
406359,33
406360,3
406361,7
406362,8
406363,15
406364,34
406365,296
406366,342
406367,11
406368,78
406369,9
406370,5
406371,61
406372,44
406375,10
406376,5
406377,12
406378,2
406379,1
406380,3
406381,35
406382,13
406383,253
406384,70
406385,883
406386,18
406387,629
406388,8
406389,18
406390,18
406391,28
406395,29
406396,2
406397,182
406398,24
406399,30
406400,92
406401,64
406402,356
406403,10
406404,3
406405,9
406410,7
406412,1
406413,20
406416,15
406417,3
406418,7
406419,2
406420,21
406421,10
406422,129
406423,8
406424,113
406425,6
406426,1
406427,8
406428,7
406429,4
406430,31
406431,11
406432,50
406433,67
406434,17
406435,226
406436,1
406437,124
406438,15
406440,32
406441,17
406442,88
406443,92
406444,24
406446,40
406447,9
406448,15
406449,33
406450,551
406451,23
406452,2
406453,68
406454,873
406455,57
406456,18
406457,327
406458,38
406459,738
406460,23
406461,70
406462,45
406463,3
406464,6
406465,9
406466,9
406468,53
406469,34
406470,48
406471,16
406472,36
406473,7
406474,10
406475,50
406476,2
406477,709
406478,21
406479,32
406480,86
406481,643
406482,28
406483,1
406484,12
406485,30
406486,7
406488,29
406489,14
406490,33
406491,1314
406492,10
406493,10
406494,503
406495,28
406496,150
406497,17
406498,811
406499,36
406500,233
406501,36
406502,59
406503,22
406504,5
406505,40
406506,17
406507,26
406508,19
406509,15
406510,118
406511,477
406512,61
406513,3
406514,24
406515,85
406516,53
406518,28
406519,10
406520,22
406521,81
406522,65
406523,98
406525,247
406526,24
406527,11
406528,13
406529,66
406530,16
406531,58
406532,29
406533,129
406534,52
406535,17
406536,15
406537,35
406538,19
406539,13
406540,95
406541,28
406542,18
406543,69
406544,40
406545,7
406546,71
406547,25
406548,146
406549,96
406550,55
406551,91
406552,74
406553,107
406554,1
406555,127
406556,11
406557,7
406558,35
406559,1095
406560,34
406561,37
406562,37
406563,113
406564,47
406565,18
406567,21
406568,12
406569,3
406570,362
406571,30
406572,14
406573,32
406574,4
406575,3
406576,5
406577,25
406578,41
406579,22
406581,21
406582,79
406583,137
406585,9
406586,38
406587,67
406588,6
406589,12
406590,47
406591,35
406592,44
406593,60
406594,43
406595,5
406596,8
406597,26
406598,58
406599,96
406601,36
406602,21
406604,103
406605,127
406606,75
406607,245
406608,367
406609,4
406610,227
406611,30
406612,4
406613,76
406614,254
406616,21
406617,33
406619,42
406620,58
406621,7
406622,18
406623,13
406624,8
406625,41
406626,11
406627,58
406628,72
406629,74
406630,4
406631,22
406632,8
406633,18
406634,24
406635,6
406636,66
406637,217
406638,76
406639,97
406640,3
406641,11
406642,8
406645,123
406646,6
406647,57
406648,18
406649,40
406650,103
406651,10
406652,12
406653,1
406654,18
406655,42
406656,94
406657,4
406658,52
406659,80
406660,15
406661,16
406662,12
406663,5
406665,12
406666,13
406667,17
406668,45
406670,33
406671,19
406675,19
406676,48
406677,6
406679,12
406680,218
406685,19
406686,36
406687,3
406688,10
406689,13
406690,5
406691,53
406692,5
406693,5
406694,11
406695,10
406696,7
406697,5
406698,3
406699,10
406700,2
406701,15
406702,18
406703,19
406704,19
406705,22
406706,41
406707,45
406708,25
406710,21
406711,17
406713,9
406714,383
406715,369
406716,513
406717,187
406718,622
406719,18
406720,145
406721,266
406722,80
406723,136
406724,79
406725,81
406726,852
406727,61
406728,844
406729,196
406730,26
406731,52
406732,133
406733,65
406734,17
406735,88
406736,46
406737,171
406738,72
406739,92
406740,5
406741,43
406742,36
406743,443
406744,50
406745,925
406746,92
406747,348
406748,128
406749,259
406750,204
406751,279
406752,4
406753,21
406754,9
406755,3
406756,22
406757,28
406758,43
406759,67
406760,73
406761,11
406762,12
406763,7
406764,76
406765,5
406766,4
406767,12
406768,19
406769,61
406770,30
406771,94
406772,10
406773,12
406774,11
406775,9
406776,2
406777,16
406778,7
406779,3
406780,22
406781,155
406782,43
406783,31
406784,290
406785,25
406786,28
406787,9
406788,179
406789,47
406790,42
406791,6
406792,5
406793,11
406794,17
406795,7
406796,9
406797,6
406798,18
406799,15
406800,15
406801,43
406802,17
406803,21
406804,64
406805,7
406806,149
406807,16
406808,58
406809,20
406810,52
406811,3
406812,223
406813,8
406814,31
406815,11
406816,10
406817,3
406818,4
406820,8
406821,2
406822,6
406823,2
406824,12
